"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","padj","definition"
"GO:0009893",5.53878952227104e-05,0.999953899251047,924,3315,"positive regulation of metabolic process","BP",0.000521883786152619,"Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."
"GO:0022407",5.56593276497515e-05,0.999963800431138,156,473,"regulation of cell-cell adhesion","BP",0.000521883786152619,"Any process that modulates the frequency, rate or extent of attachment of a cell to another cell."
"GO:0034620",5.60882658501555e-05,0.999977264931918,41,94,"cellular response to unfolded protein","BP",0.000521883786152619,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an unfolded protein stimulus."
"GO:0030595",6.22333802606829e-05,0.999966504827044,77,216,"leukocyte chemotaxis","BP",0.000574573301476538,"The movement of a leukocyte in response to an external stimulus."
"GO:0046631",6.41784144068994e-05,0.999966498193697,70,186,"alpha-beta T cell activation","BP",0.000587973011989363,"The change in morphology and behavior of an alpha-beta T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."
"GO:0035967",6.78836045841564e-05,0.999970465184032,46,109,"cellular response to topologically incorrect protein","BP",0.000617170786715498,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a protein that is not folded in its correct three-dimensional structure."
"GO:1905897",6.84167354677785e-05,0.999973506041523,37,83,"regulation of response to endoplasmic reticulum stress","BP",0.000617305545016092,NA
"GO:0045058",7.02287975105545e-05,0.999976329222343,30,62,"T cell selection","BP",0.000628890961165943,"The process in which T cells that express T cell receptors that are restricted by self MHC protein complexes and tolerant to self antigens are selected for further maturation."
"GO:0050670",7.13661969940374e-05,0.999961192098462,79,218,"regulation of lymphocyte proliferation","BP",0.000634307019551481,"Any process that modulates the frequency, rate or extent of lymphocyte proliferation."
"GO:0001819",7.35761585363537e-05,0.999952354826661,147,451,"positive regulation of cytokine production","BP",0.000649105220865165,"Any process that activates or increases the frequency, rate or extent of production of a cytokine."
"GO:0010604",7.416915621494e-05,0.999938411453816,849,3030,"positive regulation of macromolecule metabolic process","BP",0.000649525478323482,"Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."
"GO:0098802",8.19417657007199e-05,0.999954006809714,87,239,"plasma membrane signaling receptor complex","CC",0.000708751903231779,"Any protein complex that is part of the plasma membrane and which functions as a signaling receptor."
"GO:0051130",8.26646534009846e-05,0.999937846773341,327,1074,"positive regulation of cellular component organization","BP",0.000708751903231779,"Any process that activates or increases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."
"GO:0046632",8.27174765316686e-05,0.999961762643008,51,125,"alpha-beta T cell differentiation","BP",0.000708751903231779,"The process in which a precursor cell type acquires the specialized features of an alpha-beta T cell. An alpha-beta T cell is a T cell that expresses an alpha-beta T cell receptor complex."
"GO:0034987",8.44750281184848e-05,0.999988341501166,13,19,"immunoglobulin receptor binding","MF",0.00071864113206511,"Binding to one or more specific sites on an immunoglobulin receptor molecule."
"GO:0034243",8.69328777192469e-05,0.999965337702968,38,86,"regulation of transcription elongation by RNA polymerase II","BP",0.00073258092445811,"Any process that modulates the frequency, rate or extent of transcription elongation, the extension of an RNA molecule after transcription initiation and promoter clearance by the addition of ribonucleotides, catalyzed by RNA polymerase II."
"GO:0071753",8.73438213879527e-05,0.999996986303876,8,9,"IgM immunoglobulin complex","CC",0.00073258092445811,"A protein complex composed of two identical immunoglobulin heavy chains of the IgM isotype and two identical immunoglobulin light chains, held together by disulfide bonds, and in its circulating form complexed with J chain in polymeric forms. An IgM immunoglobulin complex may be embedded in the plasma membrane or present in the extracellular space, in mucosal areas or other tissues, or circulating in the blood or lymph."
"GO:0002758",9.2304400517208e-05,0.999946138301542,96,271,"innate immune response-activating signaling pathway","BP",0.000768773014097866,"The series of molecular signals generated by a ligand binding to its receptor that lead to the activation or perpetuation of an innate immune response."
"GO:0033077",9.35006344122641e-05,0.99996314336015,37,83,"T cell differentiation in thymus","BP",0.000773328163784767,"The process in which a precursor cell type acquires the specialized features of a T cell via a differentiation pathway dependent upon transit through the thymus."
"GO:0006368",9.83777992018115e-05,0.999955766575523,47,114,"transcription elongation by RNA polymerase II","BP",0.000808054888616259,"The extension of an RNA molecule after transcription initiation and promoter clearance at an RNA polymerase II promoter by the addition of ribonucleotides catalyzed by RNA polymerase II."
"GO:0098542",0.000102396418435021,0.999922640897748,323,1105,"defense response to other organism","BP",0.000835302290110344,"Reactions triggered in response to the presence of another organism that act to protect the cell or organism from damage caused by that organism."
"GO:0050866",0.000108990718974336,0.999941177398744,72,196,"negative regulation of cell activation","BP",0.000883047253730846,"Any process that stops, prevents, or reduces the frequency, rate or extent of cell activation."
"GO:0030593",0.000111356695321386,0.999957087668081,34,79,"neutrophil chemotaxis","BP",0.000896120433295748,"The directed movement of a neutrophil cell, the most numerous polymorphonuclear leukocyte found in the blood, in response to an external stimulus, usually an infection or wounding."
"GO:0045893",0.000113300894651322,0.999910720878458,455,1545,"positive regulation of DNA-templated transcription","BP",0.000902035345238546,"Any process that activates or increases the frequency, rate or extent of cellular DNA-templated transcription."
"GO:0006354",0.000113606466654729,0.999946067296419,52,130,"DNA-templated transcription elongation","BP",0.000902035345238546,"The extension of an RNA molecule after transcription initiation and promoter clearance at a DNA-dependent RNA polymerase promoter by the addition of ribonucleotides catalyzed by an RNA polymerase."
"GO:0071347",0.000119028159415768,0.999953803155597,35,78,"cellular response to interleukin-1","BP",0.000938824754067414,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an interleukin-1 stimulus."
"GO:0006952",0.000135764750696974,0.999892389107552,459,1616,"defense response","BP",0.00106321091700848,"Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack."
"GO:1902680",0.000137560975477805,0.999891184633021,455,1548,"positive regulation of RNA biosynthetic process","BP",0.00106321091700848,NA
